"url","Link","Link_link","Value 1","Value 2","Value 3"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","ShapeRockets","http://www.vandal.net/juegos/pc/shaperockets/41115","28/10/2016","Ordenador","Multi Online"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Shift Orb","http://www.vandal.net/juegos/pc/shift-orb/42809","2/11/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Ships 2017","http://www.vandal.net/juegos/pc/ships-2017/42079","19/10/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Shuffle Cats","http://www.vandal.net/juegos/iphone/shuffle-cats/43003","20/10/2016","iPhone","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Sid Meier's Civilization VI","http://www.vandal.net/juegos/pc/sid-meiers-civilization-vi/39032","21/10/2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Sky Break","http://www.vandal.net/juegos/pc/sky-break/34057","22/10/2016","Ordenador","Acción / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Slain: Back from Hell","http://www.vandal.net/juegos/xbone/slain-back-from-hell/29970","21/10/2016","Xbox One","Acción / Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Slain: Back from Hell","http://www.vandal.net/juegos/psvita/slain-back-from-hell/29969","1/11/2016","PSVITA","Acción / Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Slashy Hero","http://www.vandal.net/juegos/pc/slashy-hero/42311","19/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Slingshot people","http://www.vandal.net/juegos/pc/slingshot-people/43058","20/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/12","Sluggish Morss: Days of the Purple Sun","http://www.vandal.net/juegos/pc/sluggish-morss-days-of-the-purple-sun/43009","21/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Plants vs Zombies Heroes","http://www.vandal.net/juegos/android/plants-vs-zombies-heroes/37393","20/10/2016","Android","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Plenty: Skyhearth","http://www.vandal.net/juegos/pc/plenty-skyhearth/43070","20/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Political Animals","http://www.vandal.net/juegos/pc/political-animals/39437","2/11/2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Pool Nation VR","http://www.vandal.net/juegos/ps4/pool-nation-vr-/41780","Octubre 2016","PlayStation 4","Deportes"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Professor Nasty Time: The Stupidly Unfair Test Simulator 2016","http://www.vandal.net/juegos/pc/professor-nasty-time-the-stupidly-unfair-test-simulator-2016/43077","25/10/2016","Ordenador","Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Project Hovercraft","http://www.vandal.net/juegos/pc/project-hovercraft/41343","20/10/2016","Ordenador","Acción / Multi Online"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Pumpkin SculptrVR","http://www.vandal.net/juegos/pc/pumpkin-sculptrvr/42967","21/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Racecar.io","http://www.vandal.net/juegos/pc/racecario/42891","19/10/2016","Ordenador","Velocidad"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Rayon Riddles - Rise of the Goblin King","http://www.vandal.net/juegos/pc/rayon-riddles-rise-of-the-goblin-king/41436","Octubre 2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","ReBoot","http://www.vandal.net/juegos/pc/reboot/43029","20/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Redirection","http://www.vandal.net/juegos/pc/redirection/42802","24/10/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Redrum: Dead Diary","http://www.vandal.net/juegos/pc/redrum-dead-diary/42758","20/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Remaining in a dream","http://www.vandal.net/juegos/pc/remaining-in-a-dream/42895","18/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Rescuties! VR","http://www.vandal.net/juegos/pc/rescuties-vr/42878","19/10/2016","Ordenador","Acción / Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Rhythm Paradise Megamix","http://www.vandal.net/juegos/3ds/rhythm-paradise-megamix/28479","21/10/2016","Nintendo 3DS","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Robot Squad Simulator 2017","http://www.vandal.net/juegos/pc/robot-squad-simulator-2017/41984","20/10/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Rocket Riot","http://www.vandal.net/juegos/pc/rocket-riot/41789","19/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Rogues or Heroes","http://www.vandal.net/juegos/pc/rogues-or-heroes/42863","19/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Rollercoaster Dreams","http://www.vandal.net/juegos/ps4/rollercoaster-dreams/40863","Octubre 2016","PlayStation 4","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/11","Root Letter","http://www.vandal.net/juegos/ps4/root-letter/34456","28/10/2016","PlayStation 4","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Off-Peak","http://www.vandal.net/juegos/pc/offpeak/43012","21/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Oh My Gore!","http://www.vandal.net/juegos/pc/oh-my-gore/26477","20/10/2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Oh...Sir! The Insult Simulator","http://www.vandal.net/juegos/pc/ohsir-the-insult-simulator/41209","25/10/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Oh...Sir! The Insult Simulator","http://www.vandal.net/juegos/android/ohsir-the-insult-simulator/41246","25/10/2016","Android","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Oh...Sir! The Insult Simulator","http://www.vandal.net/juegos/iphone/ohsir-the-insult-simulator/41247","25/10/2016","iPhone","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Omega Reaction","http://www.vandal.net/juegos/pc/omega-reaction/42303","17/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","On the front line","http://www.vandal.net/juegos/pc/on-the-front-line/42894","20/10/2016","Ordenador","Acción / Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Other Worlds","http://www.vandal.net/juegos/pc/other-worlds/42630","Octubre 2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Owlboy","http://www.vandal.net/juegos/pc/owlboy/29172","1/11/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Party Golf","http://www.vandal.net/juegos/pc/party-golf/42609","25/10/2016","Ordenador","Deportes"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Party Golf","http://www.vandal.net/juegos/ps4/party-golf/42570","Octubre 2016","PlayStation 4","Deportes / Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Phantasmat: Crucible Peak Collector's Edition","http://www.vandal.net/juegos/pc/phantasmat-crucible-peak-collectors-edition/42835","20/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Physic Monster","http://www.vandal.net/juegos/pc/physic-monster/39082","19/10/2016","Ordenador","Plataformas / Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","PIRATADO 1","http://www.vandal.net/juegos/pc/piratado-1/42968","18/10/2016","Ordenador","Acción / Shooter"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Pirate Pop Plus","http://www.vandal.net/juegos/pc/pirate-pop-plus/42660","4/11/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Pirate Pop Plus eShop","http://www.vandal.net/juegos/wiiu/pirate-pop-plus-eshop/42718","20/10/2016","Wii U","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Pirate Pop Plus eShop","http://www.vandal.net/juegos/3ds/pirate-pop-plus-eshop/42719","20/10/2016","Nintendo 3DS","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Pixel Gear","http://www.vandal.net/juegos/ps4/pixel-gear/42428","Octubre 2016","PlayStation 4","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Plankton","http://www.vandal.net/juegos/pc/plankton/43018","28/10/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/10","Plants vs Zombies Heroes","http://www.vandal.net/juegos/iphone/plants-vs-zombies-heroes/37392","20/10/2016","iPhone","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Monster Jam: Crush It!","http://www.vandal.net/juegos/ps4/monster-jam-crush-it/42637","25/10/2016","PlayStation 4","Velocidad"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Monster Jam: Crush It!","http://www.vandal.net/juegos/xbone/monster-jam-crush-it/42638","25/10/2016","Xbox One","Velocidad"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Monster Maze VR","http://www.vandal.net/juegos/pc/monster-maze-vr/43013","24/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Mordheim: City of the Damned","http://www.vandal.net/juegos/xbone/mordheim-city-of-the-damned/42494","18/10/2016","Xbox One","Estrategia / Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Mordheim: City of the Damned","http://www.vandal.net/juegos/ps4/mordheim-city-of-the-damned/42578","18/10/2016","PlayStation 4","Estrategia / Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Moto Racer 4","http://www.vandal.net/juegos/ps4/moto-racer-4/32587","3/11/2016","PlayStation 4","Velocidad"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Moto Racer 4","http://www.vandal.net/juegos/xbone/moto-racer-4/32588","3/11/2016","Xbox One","Velocidad"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Moto Racer 4","http://www.vandal.net/juegos/pc/moto-racer-4/34187","3/11/2016","Ordenador","Velocidad"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Multimirror","http://www.vandal.net/juegos/pc/multimirror/42368","Octubre 2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Mushroom Wars 2","http://www.vandal.net/juegos/android/mushroom-wars-2/42959","19/10/2016","Android","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","MYTH","http://www.vandal.net/juegos/pc/myth/42655","28/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Nature's Wrath VR","http://www.vandal.net/juegos/pc/natures-wrath-vr/43027","19/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Ne no Kami: The Two Princess Knights of Kyoto","http://www.vandal.net/juegos/pc/ne-no-kami-the-two-princess-knights-of-kyoto/41057","Octubre 2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Nebula Realms","http://www.vandal.net/juegos/ps4/nebula-realms/42950","Octubre 2016","PlayStation 4","Multi Online / Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Negligee","http://www.vandal.net/juegos/pc/negligee/40806","20/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Nekuia","http://www.vandal.net/juegos/pc/nekuia/42551","Octubre 2016","Ordenador","Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Nobunaga's Ambition: Sphere of Influence – Ascension","http://www.vandal.net/juegos/ps4/nobunagas-ambition-sphere-of-influence-ascension/35103","28/10/2016","PlayStation 4","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Nobunaga's Ambition: Sphere of Influence – Ascension","http://www.vandal.net/juegos/pc/nobunagas-ambition-sphere-of-influence-ascension/41070","28/10/2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","NUKED KNIGHT","http://www.vandal.net/juegos/pc/nuked-knight/37330","19/10/2016","Ordenador","Acción / Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/9","Octave","http://www.vandal.net/juegos/pc/octave/42831","18/10/2016","Ordenador","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Lost Socks: Naughty Brothers","http://www.vandal.net/juegos/pc/lost-socks-naughty-brothers/42750","17/10/2016","Ordenador","Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","LUXIS","http://www.vandal.net/juegos/pc/luxis/42678","27/10/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Machinarium","http://www.vandal.net/juegos/ps4/machinarium/42922","18/10/2016","PlayStation 4","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Magical Brickout","http://www.vandal.net/juegos/pc/magical-brickout/33179","17/10/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Magnetized","http://www.vandal.net/juegos/pc/magnetized/42697","17/10/2016","Ordenador",""
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Mahsung Deluxe","http://www.vandal.net/juegos/pc/mahsung-deluxe/42915","17/10/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Mainlining","http://www.vandal.net/juegos/pc/mainlining/37126","Octubre 2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Make More!","http://www.vandal.net/juegos/android/make-more/43035","19/10/2016","Android","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Malavision: The Origin","http://www.vandal.net/juegos/pc/malavision-the-origin/42756","18/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Maldita Castilla EX","http://www.vandal.net/juegos/pc/maldita-castilla-ex/42945","20/10/2016","Ordenador","Acción / Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Maneki's Curse","http://www.vandal.net/juegos/pc/manekis-curse/43075","26/10/2016","Ordenador","Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Mark McMorris Infinite Air","http://www.vandal.net/juegos/pc/mark-mcmorris-infinite-air/39896","25/10/2016","Ordenador","Deportes"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Mark McMorris Infinite Air","http://www.vandal.net/juegos/xbone/mark-mcmorris-infinite-air/39897","28/10/2016","Xbox One","Deportes"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Mark McMorris Infinite Air","http://www.vandal.net/juegos/ps4/mark-mcmorris-infinite-air/39898","28/10/2016","PlayStation 4","Deportes"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Masky","http://www.vandal.net/juegos/iphone/masky/43110","19/10/2016","iPhone","Musical / Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Max Stern","http://www.vandal.net/juegos/pc/max-stern/42885","21/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Meadow","http://www.vandal.net/juegos/pc/meadow/40509","26/10/2016","Ordenador","Aventura / Multi Online"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","MegaRats","http://www.vandal.net/juegos/pc/megarats/42832","31/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Meow-Jong","http://www.vandal.net/juegos/pc/meowjong/42698","3/11/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/8","Minecraft: Education Edition","http://www.vandal.net/juegos/pc/minecraft-education-edition-/42281","1/11/2016","Ordenador","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Karma. Incarnation 1","http://www.vandal.net/juegos/pc/karma-incarnation-1/33008","19/10/2016","Ordenador","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Killing Room","http://www.vandal.net/juegos/pc/killing-room/41527","21/10/2016","Ordenador","Acción / Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","King Machine","http://www.vandal.net/juegos/pc/king-machine/42909","2/11/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","King's Quest - Chapter V: The Good Knight","http://www.vandal.net/juegos/ps4/kings-quest-chapter-v-the-good-knight/42899","25/10/2016","PlayStation 4","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","King's Quest - Chapter V: The Good Knight","http://www.vandal.net/juegos/xbone/kings-quest-chapter-v-the-good-knight/42901","25/10/2016","Xbox One","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","King's Quest - Chapter V: The Good Knight","http://www.vandal.net/juegos/pc/kings-quest-chapter-v-the-good-knight/42902","28/10/2016","Ordenador","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","King's Quest - Chapter V: The Good Knight PSN","http://www.vandal.net/juegos/ps3/kings-quest-chapter-v-the-good-knight-psn/42903","25/10/2016","PlayStation 3","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","King's Quest - Chapter V: The Good Knight XBLA","http://www.vandal.net/juegos/x360/kings-quest-chapter-v-the-good-knight-xbla/42900","25/10/2016","Xbox 360","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Kokurase - Episode 1","http://www.vandal.net/juegos/pc/kokurase-episode-1/42988","4/11/2016","Ordenador","Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Krampus","http://www.vandal.net/juegos/pc/krampus/42979","18/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Kyurinaga's Revenge","http://www.vandal.net/juegos/ps4/kyurinagas-revenge/42241","25/10/2016","PlayStation 4","Acción / Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Kyurinaga's Revenge","http://www.vandal.net/juegos/pc/kyurinagas-revenge/42414","25/10/2016","Ordenador","Acción / Plataformas / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Lance A Lot","http://www.vandal.net/juegos/pc/lance-a-lot/40273","18/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","LASTFIGHT","http://www.vandal.net/juegos/xbone/lastfight/41778","Octubre 2016","Xbox One","Lucha"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","League of Guessing","http://www.vandal.net/juegos/pc/league-of-guessing/42306","Octubre 2016","Ordenador","Acción / Multi Online / Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Lichtspeer","http://www.vandal.net/juegos/psvita/lichtspeer/41212","Octubre 2016","PSVITA","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Lithium: Inmate 39","http://www.vandal.net/juegos/pc/lithium-inmate-39/42125","25/10/2016","Ordenador","Plataformas / Puzle / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Locomancer","http://www.vandal.net/juegos/pc/locomancer/41668","Octubre 2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Lone Leader","http://www.vandal.net/juegos/pc/lone-leader/43021","28/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/7","Los Sims 4: Urbanitas","http://www.vandal.net/juegos/pc/los-sims-4-urbanitas/42085","3/11/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Hide & Spook: The Haunted Alchemist","http://www.vandal.net/juegos/pc/hide-spook-the-haunted-alchemist/43045","26/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Hide and Shriek","http://www.vandal.net/juegos/pc/hide-and-shriek/42573","25/10/2016","Ordenador","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Homebound","http://www.vandal.net/juegos/pc/homebound/41792","Octubre 2016","Ordenador","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","HoPiKo","http://www.vandal.net/juegos/ps4/hopiko/41457","19/10/2016","PlayStation 4","Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","HoPiKo","http://www.vandal.net/juegos/xbone/hopiko/42650","19/10/2016","Xbox One","Plataformas"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Hover Hazard","http://www.vandal.net/juegos/pc/hover-hazard/43015","21/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Hoyle Official Casino Games","http://www.vandal.net/juegos/pc/hoyle-official-casino-games/42887","Octubre 2016","Ordenador","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","In the Shadow of the Truth","http://www.vandal.net/juegos/pc/in-the-shadow-of-the-truth/42921","18/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Infinite Adventures","http://www.vandal.net/juegos/pc/infinite-adventures/34296","Octubre 2016","Ordenador","Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Intralism","http://www.vandal.net/juegos/pc/intralism/42595","Octubre 2016","Ordenador","Musical / Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Iron Fish","http://www.vandal.net/juegos/pc/iron-fish/42408","Octubre 2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Janken Cards","http://www.vandal.net/juegos/pc/janken-cards/42912","17/10/2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Jazzpunk: Director's Cut","http://www.vandal.net/juegos/ps4/jazzpunk-directors-cut/34863","19/10/2016","PlayStation 4","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Just Dance 2017","http://www.vandal.net/juegos/pc/just-dance-2017/39828","27/10/2016","Ordenador","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Just Dance 2017","http://www.vandal.net/juegos/xbone/just-dance-2017/39829","27/10/2016","Xbox One","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Just Dance 2017","http://www.vandal.net/juegos/ps4/just-dance-2017/39830","27/10/2016","PlayStation 4","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Just Dance 2017","http://www.vandal.net/juegos/wiiu/just-dance-2017/39831","27/10/2016","Wii U","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Just Dance 2017","http://www.vandal.net/juegos/x360/just-dance-2017/41297","27/10/2016","Xbox 360","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Just Dance 2017","http://www.vandal.net/juegos/ps3/just-dance-2017/41298","27/10/2016","PlayStation 3","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/6","Just Dance 2017","http://www.vandal.net/juegos/wii/just-dance-2017/41299","27/10/2016","Wii","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Football Manager Touch 2017","http://www.vandal.net/juegos/android/football-manager-touch-2017/41305","4/11/2016","Android","Estrategia / Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Football Manager Touch 2017","http://www.vandal.net/juegos/pc/football-manager-touch-2017/41379","4/11/2016","Ordenador","Estrategia / Deportes"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Four Realms","http://www.vandal.net/juegos/pc/four-realms/39429","24/10/2016","Ordenador","Estrategia / Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Galactic Adventures","http://www.vandal.net/juegos/pc/galactic-adventures/42821","18/10/2016","Ordenador","Plataformas / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Ghostdream","http://www.vandal.net/juegos/pc/ghostdream/43014","24/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Ginger: Beyond the Crystal","http://www.vandal.net/juegos/pc/ginger-beyond-the-crystal/33857","25/10/2016","Ordenador","Plataformas / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Ginger: Beyond the Crystal","http://www.vandal.net/juegos/xbone/ginger-beyond-the-crystal/33858","25/10/2016","Xbox One","Plataformas / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Ginger: Beyond the Crystal","http://www.vandal.net/juegos/ps4/ginger-beyond-the-crystal/33860","25/10/2016","PlayStation 4","Plataformas / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Grave Matters","http://www.vandal.net/juegos/pc/grave-matters/43026","25/10/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Grave VR","http://www.vandal.net/juegos/pc/grave-vr/42327","25/10/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Graveyard Shift","http://www.vandal.net/juegos/pc/graveyard-shift/42980","20/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Green Ranch","http://www.vandal.net/juegos/pc/green-ranch/42881","21/10/2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Gungun Online","http://www.vandal.net/juegos/android/gungun-online/43093","19/10/2016","Android","Estrategia / Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Gurumin 3D: A Monstrous Adventure","http://www.vandal.net/juegos/3ds/gurumin-3d-a-monstrous-adventure/41269","27/10/2016","Nintendo 3DS","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Happy Critters","http://www.vandal.net/juegos/pc/happy-critters/43019","20/10/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Harmonix Music VR","http://www.vandal.net/juegos/ps4/harmonix-music-vr/34415","Octubre 2016","PlayStation 4","Musical"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Haunted Hotel","http://www.vandal.net/juegos/pc/haunted-hotel/43080","21/10/2016","Ordenador","Puzle / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Head It!: VR Soccer Heading Game","http://www.vandal.net/juegos/pc/head-it-vr-soccer-heading-game/43020","20/10/2016","Ordenador","Deportes"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Hero Boy","http://www.vandal.net/juegos/pc/hero-boy/41994","28/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/5","Hero's Song","http://www.vandal.net/juegos/pc/heros-song/35636","Octubre 2016","Ordenador","Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Evil Dead: Endless Nightmare","http://www.vandal.net/juegos/iphone/evil-dead-endless-nightmare/43094","20/10/2016","iPhone","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Evil Robots From N1M","http://www.vandal.net/juegos/pc/evil-robots-from-n1m/40967","Octubre 2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Exile's End","http://www.vandal.net/juegos/ps4/exiles-end/39869","26/10/2016","PlayStation 4","Acción / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Exist Archive: The Other Side of the Sky","http://www.vandal.net/juegos/ps4/exist-archive-the-other-side-of-the-sky/32444","18/10/2016","PlayStation 4","Rol"
