"url","Link","Link_link","Value 1","Value 2","Value 3"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Exist Archive: The Other Side of the Sky PSN","http://www.vandal.net/juegos/psvita/exist-archive-the-other-side-of-the-sky-psn/32445","18/10/2016","PSVITA","Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Existence speed","http://www.vandal.net/juegos/pc/existence-speed/43067","21/10/2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","EXIT","http://www.vandal.net/juegos/pc/exit/42439","Octubre 2016","Ordenador","Puzle"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Fabulous - Angela's Fashion Fever","http://www.vandal.net/juegos/pc/fabulous-angelas-fashion-fever/42977","19/10/2016","Ordenador","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Face Your Fears","http://www.vandal.net/juegos/pc/face-your-fears/42631","31/10/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Far Beyond: A space odyssey","http://www.vandal.net/juegos/pc/far-beyond-a-space-odyssey/43065","Octubre 2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Farming Simulator 17","http://www.vandal.net/juegos/pc/farming-simulator-17/36767","25/10/2016","Ordenador","Estrategia / Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Farming Simulator 17","http://www.vandal.net/juegos/xbone/farming-simulator-17/36768","25/10/2016","Xbox One","Estrategia / Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Farming Simulator 17","http://www.vandal.net/juegos/ps4/farming-simulator-17/36769","25/10/2016","PlayStation 4","Estrategia / Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","FATED: The Silent Oath","http://www.vandal.net/juegos/ps4/fated-the-silent-oath/38369","Octubre 2016","PlayStation 4","Acción / Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Final Quest II","http://www.vandal.net/juegos/pc/final-quest-ii/42825","18/10/2016","Ordenador","Rol"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Fire: Ungh's Quest eShop","http://www.vandal.net/juegos/wiiu/fire-unghs-quest-eshop/43006","20/10/2016","Wii U","Aventura Gráfica"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Firewatch","http://www.vandal.net/juegos/xbone/firewatch/41784","Octubre 2016","Xbox One","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Floaty Balloon","http://www.vandal.net/juegos/iphone/floaty-balloon/43121","19/10/2016","iPhone","Otros"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Football Manager 2017","http://www.vandal.net/juegos/pc/football-manager-2017/41303","4/11/2016","Ordenador","Estrategia / Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/4","Football Manager Touch 2017","http://www.vandal.net/juegos/iphone/football-manager-touch-2017/41304","4/11/2016","iPhone","Estrategia / Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Damned Cold","http://www.vandal.net/juegos/pc/damned-cold/42976","25/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Dan The Man","http://www.vandal.net/juegos/android/dan-the-man/42766","4/11/2016","Android","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Dark Tales: Edgar Allan Poe's The Masque of the Red Death Collector's Edition","http://www.vandal.net/juegos/pc/dark-tales-edgar-allan-poes-the-masque-of-the-red-death-collectors-edition/41453","Octubre 2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Dark Train","http://www.vandal.net/juegos/pc/dark-train/43022","Octubre 2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Dead Age","http://www.vandal.net/juegos/pc/dead-age/39692","4/11/2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Demolish & Build Company 2017","http://www.vandal.net/juegos/pc/demolish-build-company-2017/41866","18/10/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Destroyer","http://www.vandal.net/juegos/pc/destroyer/43025","20/10/2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","DoDonPachi: DaiFukkatsu","http://www.vandal.net/juegos/pc/dodonpachi-daifukkatsu/38728","Octubre 2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Dragon Ball Xenoverse 2","http://www.vandal.net/juegos/pc/dragon-ball-xenoverse-2/39136","28/10/2016","Ordenador","Lucha"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Dragon Ball Xenoverse 2","http://www.vandal.net/juegos/xbone/dragon-ball-xenoverse-2/39137","28/10/2016","Xbox One","Lucha"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Dragon Ball Xenoverse 2","http://www.vandal.net/juegos/ps4/dragon-ball-xenoverse-2/39138","28/10/2016","PlayStation 4","Lucha"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Drive Ahead! Sports","http://www.vandal.net/juegos/iphone/drive-ahead-sports/43111","19/10/2016","iPhone",""
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Drive on Moscow","http://www.vandal.net/juegos/pc/drive-on-moscow/42861","27/10/2016","Ordenador","Estrategia"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Eagle Flight","http://www.vandal.net/juegos/pc/eagle-flight/39832","18/10/2016","Ordenador","Simulación"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Earth's Dawn","http://www.vandal.net/juegos/pc/earths-dawn/39900","1/11/2016","Ordenador","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Earth's Dawn","http://www.vandal.net/juegos/ps4/earths-dawn/39902","1/11/2016","PlayStation 4","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Earth's Dawn","http://www.vandal.net/juegos/xbone/earths-dawn/39901","2/11/2016","Xbox One","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","Emily Wants To Play","http://www.vandal.net/juegos/ps4/emily-wants-to-play/43115","26/10/2016","PlayStation 4","Aventura"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","emoj.io","http://www.vandal.net/juegos/pc/emojio/42761","Octubre 2016","Ordenador","Acción"
"http://www.vandal.net/juegos/0/videojuegos/inicio/3","End of The Mine","http://www.vandal.net/juegos/pc/end-of-the-mine/37292","Octubre 2016","Ordenador","Acción / Aventura"
